City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,port-gentil,-0.7193,8.7815,27.129999999999995,77,100,3.03,GA,1670286679
316,puyang,29.4603,119.8861,7.4500000000000455,83,91,1.59,CN,1670286679
317,piranshahr,36.701,45.1413,-0.06999999999999318,86,61,1.08,IR,1670286679
318,tuatapere,-46.1333,167.6833,12.100000000000023,59,55,3.01,NZ,1670286680
319,provideniya,64.3833,-173.3,0.20000000000004547,93,100,17.0,RU,1670286469
320,grand gaube,-20.0064,57.6608,24.220000000000027,81,100,0.89,MU,1670286680
321,shizunai,42.3339,142.3669,0.7000000000000455,53,80,0.94,JP,1670286475
322,okakarara,-20.5833,17.4333,19.07000000000005,17,29,4.23,NA,1670286681
323,washougal,45.5826,-122.3534,6.25,80,0,6.17,US,1670286500
324,san matias,-16.3667,-58.4,23.340000000000032,93,100,1.43,BO,1670286682
325,itacurubi del rosario,-24.5,-56.6833,24.760000000000048,69,87,1.96,PY,1670286682
326,belmonte,-15.8631,-38.8828,23.210000000000036,86,100,2.67,BR,1670286465
327,portobelo,9.55,-79.65,24.470000000000027,82,79,3.26,PA,1670286683
328,puerto colombia,10.9878,-74.9547,26.05000000000001,79,90,8.3,CO,1670286684
